title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale
Fallout: New Vegas    ,X360,4.08m,2.67m,1.03m,0.04m,0.34m
God of War II    ,PS2,4.07m,2.32m,0.04m,0.04m,1.67m
Assassin's Creed Origins    ,PS4,4.06m,1.22m,2.11m,0.11m,0.63m
Far Cry 4    ,PS4,4.06m,1.18m,2.14m,0.11m,0.63m
Carnival Games    ,Wii,4.06m,2.12m,1.47m,0.05m,0.42m
World Soccer Winning Eleven 9    ,PS2,4.06m,0.12m,2.26m,0.90m,0.77m
Forza Motorsport 2    ,X360,4.05m,2.35m,1.27m,0.03m,0.41m
Namco Museum Vol.3    ,PS,4.05m,2.28m,1.55m,0.16m,0.06m
Tekken Tag Tournament    ,PS2,4.05m,1.68m,1.51m,0.51m,0.35m
Star Fox 64    ,N64,4.03m,2.78m,0.58m,0.64m,0.04m
Golf    ,NES,4.01m,1.22m,0.28m,2.46m,0.04m
Fallout 3    ,PS3,4.00m,2.18m,1.15m,0.07m,0.61m
The Elder Scrolls V: Skyrim    ,PC,3.99m,1.18m,2.25m,N/A,0.56m
Namco Museum: 50th Anniversary    ,PS2,3.98m,2.08m,1.35m,N/A,0.54m
NBA 2K16    ,PS4,3.98m,2.56m,0.66m,0.05m,0.71m
Left 4 Dead 2    ,X360,3.97m,2.67m,0.88m,0.05m,0.38m
The Legend of Zelda: Skyward Sword    ,Wii,3.96m,2.03m,1.18m,0.37m,0.39m
Monster Hunter 4 Ultimate    ,3DS,3.96m,0.72m,0.49m,2.63m,0.12m
Far Cry 5    ,PS4,3.95m,1.44m,1.73m,0.15m,0.62m
Professor Layton and the Diabolical Box    ,DS,3.95m,0.90m,1.76m,0.92m,0.37m
Battlefield 4    ,PS4,3.94m,1.40m,1.74m,0.19m,0.62m
Assassin's Creed IV: Black Flag    ,PS3,3.94m,1.34m,1.86m,0.13m,0.62m
Forza Horizon 3    ,XOne,3.93m,1.64m,1.96m,0.02m,0.32m
EA Sports Active    ,Wii,3.93m,2.11m,1.35m,0.06m,0.40m
Donkey Kong Land    ,GB,3.91m,1.97m,0.76m,1.07m,0.11m
Tony Hawk's Underground    ,PS2,3.90m,2.29m,1.17m,0.01m,0.42m
Just Dance 2014    ,Wii,3.89m,1.91m,1.66m,N/A,0.33m
Sports Champions    ,PS3,3.88m,2.15m,1.13m,0.10m,0.50m
Tekken 5    ,PS2,3.87m,0.93m,1.94m,0.31m,0.70m
MotorStorm    ,PS3,3.87m,1.53m,1.61m,0.06m,0.67m
Dragon Quest III    ,NES,3.87m,0.10m,N/A,3.77m,0.00m
World Soccer Winning Eleven 8 International    ,PS2,3.85m,0.16m,1.89m,1.12m,0.68m
Namco Museum Vol.1    ,PS,3.84m,2.12m,1.44m,0.22m,0.06m
The Legend of Zelda: Link's Awakening    ,GB,3.83m,2.21m,0.96m,0.54m,0.13m
Flash Focus: Vision Training in Minutes a Day    ,DS,3.83m,0.86m,1.56m,1.05m,0.35m
Big Brain Academy: Wii Degree    ,Wii,3.79m,1.05m,1.91m,0.41m,0.42m
Mario & Luigi: Bowser's Inside Story    ,DS,3.77m,2.23m,0.47m,0.81m,0.27m
Resident Evil Director's Cut    ,PS,3.77m,1.82m,1.24m,0.47m,0.25m
Gran Turismo Sport    ,PS4,3.77m,0.63m,2.35m,0.24m,0.54m
LEGO Indiana Jones: The Original Adventures    ,X360,3.76m,2.40m,1.01m,N/A,0.36m
The Sims: Unleashed    ,PC,3.76m,2.03m,1.56m,N/A,0.17m
Ratchet & Clank: Size Matters    ,PSP,3.75m,1.40m,1.40m,0.10m,0.86m
Harry Potter and the Sorcerer's Stone    ,PS,3.73m,1.37m,2.00m,0.14m,0.22m
Super Paper Mario    ,Wii,3.73m,1.95m,0.87m,0.59m,0.32m
Mario & Sonic at the London 2012 Olympic Games    ,Wii,3.72m,1.12m,1.90m,0.27m,0.43m
Resident Evil 3: Nemesis    ,PS,3.72m,1.30m,0.77m,1.54m,0.11m
FIFA 17    ,XOne,3.71m,1.04m,2.40m,N/A,0.27m
Spyro: Year of the Dragon    ,PS,3.71m,1.93m,1.58m,N/A,0.19m
FIFA Soccer 2005    ,PS2,3.70m,0.58m,2.48m,0.04m,0.59m
Pokémon Trading Card Game    ,GB,3.70m,1.49m,0.73m,1.38m,0.10m
Tomodachi Collection    ,DS,3.67m,N/A,N/A,3.67m,N/A
Tony Hawk's Pro Skater 4    ,PS2,3.67m,2.13m,1.18m,0.01m,0.35m
Midnight Club 3: DUB Edition    ,PSP,3.66m,1.65m,1.22m,N/A,0.79m
MySims    ,DS,3.66m,1.58m,1.60m,0.08m,0.40m
Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters    ,3DS,3.65m,0.22m,0.20m,3.19m,0.04m
Banjo-Kazooie    ,N64,3.65m,1.87m,1.13m,0.55m,0.10m
SOCOM: U.S. Navy SEALs    ,PS2,3.65m,2.53m,0.81m,0.06m,0.24m
Battlefield 4    ,PS3,3.64m,1.31m,1.50m,0.27m,0.55m
Jak and Daxter: The Precursor Legacy    ,PS2,3.64m,2.08m,1.09m,0.15m,0.33m
Pokémon Snap    ,N64,3.63m,2.23m,0.68m,0.66m,0.06m
Pro Evolution Soccer 2008    ,PS2,3.63m,0.05m,0.00m,0.64m,2.93m
FIFA Soccer 10    ,PS3,3.63m,0.60m,2.46m,0.05m,0.52m
Resident Evil 4    ,PS2,3.62m,2.08m,0.83m,0.46m,0.25m
Guitar Hero: World Tour    ,Wii,3.62m,2.32m,0.96m,N/A,0.34m
Gears of War: Ultimate Edition    ,XOne,3.62m,2.88m,0.37m,N/A,0.37m
Star Wars Battlefront    ,PS2,3.61m,1.93m,1.22m,0.03m,0.44m
Doom II    ,PC,3.61m,2.05m,1.40m,N/A,0.16m
The Simpsons: Road Rage    ,PS2,3.61m,2.02m,1.17m,N/A,0.42m
Luigi's Mansion    ,GC,3.60m,2.38m,0.67m,0.46m,0.10m
Assassin's Creed Syndicate    ,PS4,3.60m,0.90m,2.06m,0.08m,0.55m
Star Wars Battlefront II    ,PS2,3.59m,2.18m,1.02m,0.03m,0.37m
Assassin's Creed: Unity    ,XOne,3.58m,2.34m,0.90m,0.00m,0.34m
Cooking Mama 2: Dinner With Friends    ,DS,3.58m,1.60m,1.49m,0.10m,0.39m
WWF SmackDown!    ,PS,3.58m,2.01m,1.35m,0.06m,0.16m
The Legend of Zelda: A Link Between Worlds    ,3DS,3.57m,1.53m,1.31m,0.47m,0.26m
Monster Hunter Generations    ,3DS,3.56m,0.42m,0.26m,2.82m,0.07m
Croc: Legend of the Gobbos    ,PS,3.56m,1.57m,1.79m,N/A,0.20m
Battlefield 4    ,X360,3.54m,2.16m,1.05m,0.02m,0.32m
Grand Theft Auto: Liberty City Stories    ,PS2,3.54m,1.56m,1.40m,0.07m,0.50m
The Getaway    ,PS2,3.54m,1.23m,1.77m,0.05m,0.49m
Tomb Raider III: Adventures of Lara Croft    ,PS,3.54m,1.66m,1.58m,0.12m,0.18m
Batman: Arkham Asylum    ,X360,3.54m,2.24m,0.95m,0.02m,0.33m
Gran Turismo 6    ,PS3,3.54m,0.77m,1.87m,0.41m,0.49m
Assassin's Creed: Brotherhood    ,X360,3.53m,2.87m,0.39m,0.03m,0.25m
James Bond 007: Agent Under Fire    ,PS2,3.53m,1.90m,1.13m,0.10m,0.41m
LEGO Star Wars: The Video Game    ,PS2,3.53m,1.98m,1.14m,0.01m,0.41m
Resident Evil 5    ,X360,3.53m,2.13m,0.93m,0.12m,0.34m
Rugrats in Paris: The Movie    ,PS,3.52m,1.96m,1.33m,N/A,0.23m
NBA 2K17    ,PS4,3.52m,2.28m,0.59m,0.03m,0.63m
FIFA Soccer 11    ,X360,3.52m,0.71m,2.39m,0.02m,0.40m
Spyro 2: Ripto's Rage!    ,PS,3.52m,2.14m,1.21m,0.01m,0.17m
Left 4 Dead    ,X360,3.52m,2.66m,0.49m,0.05m,0.31m
Donkey Kong Country 3: Dixie Kong's Double Trouble!    ,SNES,3.51m,1.17m,0.50m,1.75m,0.08m
Kung Fu    ,NES,3.50m,1.64m,0.38m,1.42m,0.06m
FIFA Soccer 2004    ,PS2,3.49m,0.59m,2.36m,0.04m,0.51m
Mortal Kombat X    ,PS4,3.49m,1.94m,0.94m,N/A,0.61m
Battlefield: Bad Company 2    ,X360,3.48m,2.11m,1.01m,0.04m,0.33m
Borderlands    ,X360,3.48m,2.43m,0.72m,0.03m,0.30m
Mario & Sonic at the Olympic Winter Games    ,DS,3.47m,1.21m,1.63m,0.27m,0.37m
Guitar Hero: On Tour    ,DS,3.46m,2.10m,1.01m,0.01m,0.35m
Clubhouse Games    ,DS,3.45m,0.59m,1.80m,0.73m,0.34m
Super Mario Maker    ,WiiU,3.45m,1.27m,0.94m,1.03m,0.21m
Halo: The Master Chief Collection    ,XOne,3.44m,2.06m,1.04m,0.03m,0.31m
Monster Hunter 4    ,3DS,3.44m,N/A,N/A,3.44m,N/A
LEGO Batman: The Videogame    ,X360,3.44m,2.07m,1.04m,N/A,0.34m
Tekken 4    ,PS2,3.44m,1.55m,1.27m,0.33m,0.29m
FIFA 14    ,PS4,3.43m,0.62m,2.18m,0.12m,0.51m
LittleBigPlanet 2    ,PS3,3.43m,1.83m,1.07m,0.06m,0.47m
Final Fantasy III    ,SNES,3.42m,0.86m,N/A,2.55m,0.02m
Grand Theft Auto 2    ,PS,3.42m,1.13m,2.07m,N/A,0.22m
Animal Crossing: Happy Home Designer    ,3DS,3.41m,0.71m,1.10m,1.45m,0.15m
Destiny    ,XOne,3.41m,2.17m,0.92m,N/A,0.32m
Spider-Man 2    ,PS2,3.41m,1.75m,1.20m,0.02m,0.43m
F-1 Race    ,GB,3.41m,1.73m,0.69m,0.59m,0.40m
FIFA Soccer 2003    ,PS2,3.40m,0.46m,2.28m,0.05m,0.61m
Crash Bash    ,PS,3.39m,1.56m,1.47m,0.19m,0.17m
Gears of War 4    ,XOne,3.38m,2.17m,0.90m,N/A,0.32m
The Elder Scrolls V: Skyrim Special Edition    ,PS4,3.36m,1.24m,1.50m,0.08m,0.54m
Watch Dogs 2    ,PS4,3.36m,0.98m,1.74m,0.12m,0.52m
The Legend of Zelda: Majora's Mask    ,N64,3.36m,1.90m,0.67m,0.73m,0.06m
WWF War Zone    ,PS,3.36m,2.47m,0.76m,N/A,0.13m
Assassin's Creed IV: Black Flag    ,X360,3.34m,1.90m,1.14m,0.01m,0.30m
NBA 2K18    ,PS4,3.34m,2.13m,0.57m,0.04m,0.59m
Rugrats: Search For Reptar    ,PS,3.34m,1.63m,1.53m,N/A,0.18m
English Training: Have Fun Improving Your Skills!    ,DS,3.33m,N/A,0.99m,2.32m,0.02m
James Bond 007: Nightfire    ,PS2,3.33m,1.45m,1.29m,0.12m,0.46m
Ratchet & Clank    ,PS2,3.33m,1.44m,1.01m,0.57m,0.30m
The Legend of Zelda: Spirit Tracks    ,DS,3.32m,1.40m,0.92m,0.74m,0.26m
Star Wars Episode III: Revenge of the Sith    ,PS2,3.32m,1.47m,1.39m,0.03m,0.43m
Resident Evil VII: Biohazard    ,PS4,3.31m,0.88m,1.56m,0.41m,0.46m
Max Payne    ,PS2,3.31m,1.99m,1.05m,0.05m,0.22m
Madden NFL 16    ,PS4,3.30m,2.39m,0.31m,N/A,0.61m
The Lord of the Rings: The Return of the King    ,PS2,3.28m,1.50m,1.28m,0.05m,0.46m
Professor Layton and the Unwound Future    ,DS,3.28m,0.61m,1.58m,0.82m,0.27m
Madden NFL 17    ,PS4,3.28m,2.30m,0.37m,N/A,0.60m
True Crime: Streets of LA    ,PS2,3.27m,1.89m,1.05m,0.02m,0.31m
Gran Turismo (PSP)    ,PSP,3.27m,0.51m,1.59m,0.31m,0.86m
Far Cry 3    ,PS3,3.27m,0.88m,1.79m,0.10m,0.50m
FIFA 16    ,XOne,3.25m,0.92m,2.10m,N/A,0.24m
Wii Music    ,Wii,3.25m,1.35m,1.12m,0.46m,0.32m
Tekken    ,PS,3.24m,0.95m,1.30m,0.77m,0.22m
Super Mario Maker    ,3DS,3.23m,0.78m,1.04m,1.25m,0.16m
007: Tomorrow Never Dies    ,PS,3.21m,1.72m,1.33m,N/A,0.16m
L.A. Noire    ,PS3,3.21m,1.29m,1.31m,0.12m,0.49m
Baseball    ,NES,3.20m,0.73m,0.10m,2.35m,0.02m
Killer Instinct    ,SNES,3.20m,2.26m,0.72m,0.12m,0.10m
WWF SmackDown! 2: Know Your Role    ,PS,3.20m,1.76m,1.21m,0.07m,0.16m
Mario Party 9    ,Wii,3.20m,1.06m,1.15m,0.77m,0.22m
Crisis Core: Final Fantasy VII    ,PSP,3.19m,1.35m,0.60m,0.80m,0.44m
God of War: Chains of Olympus    ,PSP,3.19m,1.48m,1.00m,0.04m,0.66m
Dragon Quest VI: Maboroshi no Daichi    ,SNES,3.19m,N/A,N/A,3.19m,0.00m
Middle-Earth: Shadow of Mordor    ,PS4,3.19m,1.03m,1.60m,0.05m,0.51m
Assassin's Creed IV: Black Flag    ,PS4,3.19m,1.07m,1.55m,0.06m,0.51m
Dance Central    ,X360,3.18m,2.15m,0.76m,0.01m,0.26m
Enter the Matrix    ,PS2,3.18m,1.78m,1.12m,0.09m,0.19m
Assassin's Creed Odyssey    ,PS4,3.18m,1.18m,1.40m,0.09m,0.51m
Fallout: New Vegas    ,PS3,3.17m,1.54m,1.04m,0.10m,0.49m
Ace Combat 04: Shattered Skies    ,PS2,3.17m,2.06m,0.56m,0.38m,0.17m
Animal Crossing    ,GC,3.15m,1.92m,0.16m,0.99m,0.09m
Club Penguin: Elite Penguin Force    ,DS,3.14m,1.87m,0.97m,N/A,0.30m
FIFA Soccer 08    ,PS2,3.14m,0.68m,0.00m,N/A,2.46m
FIFA 18    ,XOne,3.14m,0.98m,1.92m,N/A,0.23m
Spider-Man    ,PS,3.13m,1.70m,1.25m,0.02m,0.16m
Sonic Rush    ,DS,3.13m,1.21m,1.56m,0.06m,0.29m
Personal Trainer: Cooking    ,DS,3.13m,0.91m,1.01m,1.03m,0.17m
Need for Speed III: Hot Pursuit    ,PS,3.12m,2.14m,0.86m,N/A,0.13m
Star Wars Episode I Racer    ,N64,3.12m,2.31m,0.62m,0.14m,0.04m
The Elder Scrolls IV: Oblivion    ,PS3,3.12m,1.69m,0.86m,0.14m,0.44m
Dragon Quest IV    ,NES,3.12m,0.08m,N/A,3.03m,0.01m
Rhythm Heaven    ,DS,3.12m,0.55m,0.50m,1.93m,0.14m
Resident Evil 6    ,PS3,3.12m,0.88m,0.97m,0.88m,0.39m
Tom Clancy's Ghost Recon Wildlands    ,PS4,3.12m,1.07m,1.35m,0.22m,0.47m
NBA 2K13    ,X360,3.11m,2.62m,0.21m,0.01m,0.28m
Titanfall    ,XOne,3.11m,1.88m,0.91m,0.04m,0.28m
Bloodborne    ,PS4,3.11m,1.30m,1.05m,0.28m,0.48m
Mass Effect 2     ,X360,3.10m,1.99m,0.81m,0.03m,0.27m
Dragon Ball Z: Budokai    ,PS2,3.09m,2.17m,0.28m,0.55m,0.08m
Madden NFL 2002    ,PS2,3.08m,2.50m,0.16m,0.01m,0.42m
World Class Track Meet    ,NES,3.08m,1.92m,0.45m,0.64m,0.07m
LEGO Batman: The Videogame    ,Wii,3.08m,1.80m,0.98m,N/A,0.29m
Saints Row 2    ,X360,3.07m,1.98m,0.79m,0.02m,0.28m
Donkey Kong    ,GB,3.07m,1.57m,0.62m,0.55m,0.34m
The Sims: Vacation    ,PC,3.07m,1.72m,1.21m,N/A,0.14m
Call of Duty: Ghosts    ,XOne,3.07m,1.92m,0.86m,N/A,0.28m
Heavy Rain    ,PS3,3.06m,1.29m,1.24m,0.06m,0.48m
LEGO Batman: The Videogame    ,DS,3.06m,1.75m,1.02m,N/A,0.29m
Borderlands 2    ,X360,3.06m,1.89m,0.88m,0.04m,0.26m
Kung Fu Panda    ,X360,3.05m,1.91m,0.84m,N/A,0.29m
Mass Effect 3    ,X360,3.04m,1.94m,0.84m,0.03m,0.24m
Metal Gear Solid V: The Phantom Pain    ,PS4,3.04m,0.97m,1.15m,0.50m,0.42m
Rayman    ,PS,3.03m,1.54m,1.33m,N/A,0.16m
Tom Clancy's Splinter Cell    ,XB,3.02m,1.85m,1.04m,N/A,0.13m
Killzone: Shadow Fall    ,PS4,3.02m,0.89m,1.58m,0.08m,0.47m
Mike Tyson's Punch-Out!!    ,NES,3.02m,2.03m,0.47m,0.45m,0.07m
WWE SmackDown! Shut Your Mouth    ,PS2,3.02m,1.45m,1.13m,0.07m,0.38m
Disney Epic Mickey    ,Wii,3.02m,2.04m,0.63m,0.12m,0.23m
Killzone 2    ,PS3,3.02m,1.40m,1.07m,0.08m,0.46m
inFAMOUS: Second Son    ,PS4,3.01m,1.35m,1.09m,0.07m,0.50m
Dragon Ball Z: Budokai Tenkaichi 3    ,PS2,3.00m,1.15m,0.00m,0.76m,1.09m
WWE SmackDown! vs. Raw 2006    ,PS2,3.00m,1.57m,1.02m,N/A,0.41m
Star Fox    ,SNES,2.99m,1.61m,0.51m,0.80m,0.07m
The Sims: Livin Large    ,PC,2.99m,1.67m,1.18m,N/A,0.13m
inFAMOUS    ,PS3,2.99m,1.76m,0.68m,0.12m,0.42m
World Soccer Winning Eleven 6 International    ,PS2,2.99m,0.12m,1.26m,1.16m,0.45m
Devil May Cry    ,PS2,2.99m,1.36m,0.86m,0.64m,0.13m
Far Cry 3    ,X360,2.98m,1.38m,1.33m,0.02m,0.25m
Star Wars: The Old Republic    ,PC,2.97m,1.59m,1.01m,N/A,0.37m
Sonic Heroes    ,PS2,2.96m,1.04m,1.37m,0.06m,0.49m
Battlefield: Bad Company 2    ,PS3,2.96m,1.33m,1.11m,0.08m,0.44m
Hitman 2: Silent Assassin    ,PS2,2.96m,1.36m,1.15m,0.04m,0.41m
Street Fighter IV    ,X360,2.95m,1.83m,0.70m,0.15m,0.26m
Wave Race 64    ,N64,2.94m,1.98m,0.58m,0.34m,0.04m
SOCOM II: U.S. Navy SEALs    ,PS2,2.94m,2.22m,0.51m,0.06m,0.15m
WWE SmackDown! vs. RAW 2006    ,PS2,2.94m,1.45m,1.11m,0.04m,0.33m
Pac-Man Collection    ,GBA,2.94m,2.07m,0.77m,0.05m,0.05m
Gran Turismo    ,PSP,2.93m,0.43m,1.40m,0.31m,0.78m
Madden NFL 13    ,X360,2.93m,2.53m,0.16m,N/A,0.24m
Kirby Super Star Ultra    ,DS,2.92m,1.55m,0.04m,1.19m,0.15m
Yoshi    ,GB,2.92m,1.57m,0.62m,0.73m,N/A
Doom (2016)    ,PS4,2.92m,0.93m,1.48m,0.04m,0.46m
Mass Effect    ,X360,2.91m,1.83m,0.79m,0.03m,0.27m
FIFA 15    ,X360,2.91m,0.80m,1.90m,N/A,0.21m
Yoshi's Island: Super Mario Advance 3    ,GBA,2.91m,1.75m,0.45m,0.62m,0.09m
Sonic Mega Collection Plus    ,PS2,2.90m,1.54m,1.14m,N/A,0.22m
Mortal Kombat (2011)    ,PS3,2.90m,1.98m,0.54m,N/A,0.38m
World Soccer Winning Eleven 7 International    ,PS2,2.90m,0.08m,1.24m,1.13m,0.45m
Sega Superstars Tennis    ,X360,2.89m,1.75m,0.86m,N/A,0.28m
Cooking Mama: Cook Off    ,Wii,2.89m,1.41m,1.12m,0.05m,0.30m
Hot Shots Golf 3    ,PS2,2.89m,0.99m,0.32m,1.38m,0.20m
WarioWare: Smooth Moves    ,Wii,2.89m,0.86m,1.05m,0.73m,0.26m
Call of Duty: Finest Hour    ,PS2,2.89m,1.51m,1.12m,0.01m,0.24m
Syphon Filter    ,PS,2.88m,2.03m,0.72m,0.02m,0.11m
Imagine: Babyz    ,DS,2.87m,1.30m,1.26m,N/A,0.31m
Mafia III    ,PS4,2.87m,0.72m,1.67m,0.04m,0.44m
Colin McRae Rally    ,PS,2.87m,0.09m,2.43m,0.12m,0.22m
The Elder Scrolls III: Morrowind    ,XB,2.86m,2.09m,0.63m,0.03m,0.11m
Assassin's Creed: Brotherhood    ,PS3,2.85m,1.87m,0.57m,0.11m,0.30m
Command & Conquer: Red Alert    ,PC,2.85m,1.37m,1.34m,N/A,0.14m
F-Zero    ,SNES,2.85m,1.37m,0.51m,0.89m,0.07m
Yoshi's Story    ,N64,2.85m,1.29m,0.53m,0.98m,0.05m
Zumba Fitness 2    ,Wii,2.83m,1.52m,1.05m,N/A,0.26m
Madden NFL 10    ,X360,2.83m,2.52m,0.09m,N/A,0.22m
BioShock    ,X360,2.83m,1.65m,0.85m,0.05m,0.28m
WWE SmackDown! vs. Raw    ,PS2,2.83m,1.32m,1.08m,0.04m,0.39m
Metroid Prime    ,GC,2.82m,1.96m,0.67m,0.10m,0.09m
Finding Nemo    ,GBA,2.82m,1.59m,1.05m,0.04m,0.14m
Medal of Honor    ,PS3,2.82m,1.28m,1.04m,0.07m,0.43m
Diablo III: Ultimate Evil Edition    ,PS4,2.82m,0.83m,1.48m,0.08m,0.44m
Gran Turismo (PSP)    ,PSN,2.82m,0.43m,0.91m,0.31m,1.16m
Monster Hunter 3G    ,3DS,2.82m,0.46m,0.32m,1.96m,0.08m
Myst    ,PC,2.81m,0.02m,2.79m,N/A,N/A
Need for Speed: Hot Pursuit    ,PS3,2.81m,1.05m,1.24m,0.03m,0.49m
Imagine: Fashion Designer     ,DS,2.81m,1.32m,1.19m,N/A,0.30m
Killzone 3    ,PS3,2.81m,1.46m,0.87m,0.09m,0.38m
WWE SmackDown! Here Comes the Pain    ,PS2,2.80m,1.32m,1.06m,0.04m,0.38m
Hot Shots Golf    ,PS,2.79m,0.29m,0.20m,2.13m,0.18m
Skylanders: Spyro's Adventure    ,Wii,2.79m,1.35m,1.15m,N/A,0.30m
A Bug's Life    ,PS,2.79m,1.96m,0.72m,N/A,0.11m
WWF SmackDown! Just Bring It    ,PS2,2.79m,1.19m,1.15m,0.04m,0.41m
Dragon Quest V: Tenkuu no Hanayome    ,SNES,2.79m,N/A,N/A,2.78m,0.01m
Mortal Kombat Trilogy    ,PS,2.79m,1.98m,0.70m,N/A,0.11m
NBA Street    ,PS2,2.79m,2.19m,0.22m,N/A,0.38m
Jak II    ,PS2,2.78m,1.68m,0.74m,N/A,0.36m
Ratchet & Clank: Going Commando    ,PS2,2.78m,1.44m,0.83m,0.26m,0.25m
The Sims    ,PS2,2.77m,1.41m,1.12m,N/A,0.24m
Star Wars: The Force Unleashed    ,X360,2.77m,1.74m,0.78m,N/A,0.26m
Saints Row: The Third    ,X360,2.77m,1.26m,1.14m,0.07m,0.30m
Yoshi's Island DS    ,DS,2.77m,1.45m,0.07m,1.10m,0.15m
Tekken 6    ,PS3,2.77m,1.20m,0.97m,0.17m,0.42m
Missile Command    ,2600,2.76m,2.56m,0.17m,N/A,0.03m
Battlefield 3    ,PC,2.76m,0.89m,1.44m,N/A,0.43m
Mario Paint    ,SNES,2.75m,1.43m,0.54m,0.71m,0.07m
Sonic and the Secret Rings    ,Wii,2.75m,1.23m,1.19m,0.04m,0.30m
Need for Speed: Most Wanted (2012)    ,PS3,2.74m,0.71m,1.52m,0.06m,0.45m
Pokémon Stadium 2    ,N64,2.73m,1.02m,0.36m,1.13m,0.23m
L.A. Noire    ,X360,2.73m,1.55m,0.92m,0.02m,0.24m
Metroid    ,NES,2.73m,1.33m,0.31m,1.04m,0.05m
Far Cry: Primal    ,PS4,2.73m,0.63m,1.61m,0.07m,0.41m
Overwatch    ,XOne,2.72m,1.63m,0.84m,N/A,0.25m
Need for Speed (2015)    ,PS4,2.72m,0.59m,1.66m,0.06m,0.41m
Madden NFL 13    ,PS3,2.71m,2.12m,0.24m,N/A,0.36m
Skate 3    ,X360,2.71m,1.47m,0.99m,N/A,0.25m
Tom Clancy's Rainbow Six: Siege    ,XOne,2.71m,1.62m,0.84m,N/A,0.25m
The Legend of Zelda: A Link to the Past    ,GBA,2.70m,1.75m,0.52m,0.33m,0.10m
Onimusha: Warlords    ,PS2,2.70m,0.99m,0.48m,1.09m,0.14m
Madden NFL 12    ,X360,2.70m,2.43m,0.11m,N/A,0.16m
Mario Party    ,N64,2.70m,1.25m,0.53m,0.87m,0.05m
Call of Duty 3    ,X360,2.70m,1.49m,0.92m,0.02m,0.27m
LEGO Star Wars II: The Original Trilogy    ,PS2,2.69m,1.85m,0.64m,0.01m,0.19m
Madden NFL 11    ,X360,2.69m,2.38m,0.12m,N/A,0.19m
Burnout 3: Takedown    ,PS2,2.68m,1.23m,1.11m,N/A,0.34m
Professor Layton and the Last Specter    ,DS,2.68m,0.28m,1.41m,0.68m,0.32m
Mario vs. Donkey Kong: Mini-Land Mayhem!    ,DS,2.68m,1.63m,0.51m,0.35m,0.18m
Mortal Kombat    ,GEN,2.67m,1.95m,0.63m,N/A,0.09m
Halo Wars    ,X360,2.67m,1.58m,0.80m,0.04m,0.25m
Call of Duty 2: Big Red One    ,PS2,2.67m,1.48m,0.92m,0.01m,0.26m
Medal of Honor    ,PS,2.67m,1.44m,1.09m,N/A,0.14m
Fable    ,XB,2.66m,1.99m,0.58m,N/A,0.09m
Guitar Hero: World Tour    ,X360,2.66m,1.78m,0.64m,N/A,0.25m
WWE SmackDown! Shut Your Mouth    ,PS2,2.66m,1.32m,1.29m,0.04m,N/A
Final Fantasy XIII-2    ,PS3,2.66m,0.78m,0.75m,0.89m,0.23m
Medal of Honor Heroes    ,PSP,2.66m,0.86m,1.11m,0.01m,0.67m
Hannah Montana    ,DS,2.65m,1.59m,0.80m,N/A,0.26m
Need for Speed: Shift    ,PS3,2.65m,0.69m,1.40m,0.04m,0.52m
Tom Clancy's Splinter Cell    ,PS2,2.65m,1.15m,1.11m,N/A,0.40m
Super Mario Bros. 2 (FDS)    ,NES,2.65m,N/A,N/A,2.65m,0.00m
Star Wars: Shadows of the Empire    ,N64,2.65m,2.00m,0.50m,0.12m,0.03m
Medal of Honor    ,X360,2.64m,1.58m,0.80m,0.04m,0.22m
NBA 2K12    ,X360,2.64m,2.32m,0.14m,0.01m,0.17m
Midnight Club: Street Racing    ,PS2,2.63m,2.00m,0.47m,0.02m,0.14m
NBA 2K13    ,PS3,2.63m,1.74m,0.46m,0.05m,0.39m
NBA 2K19    ,PS4,2.63m,1.69m,0.44m,0.03m,0.47m
ESPN NFL 2K5    ,PS2,2.62m,2.15m,0.12m,N/A,0.36m
Tekken: Dark Resurrection    ,PSP,2.62m,0.76m,1.10m,0.12m,0.65m
Madden NFL 18    ,PS4,2.62m,1.73m,0.42m,N/A,0.47m
FIFA Soccer 10    ,X360,2.62m,0.60m,1.79m,0.01m,0.23m
Super Mario All-Stars: Limited Edition    ,Wii,2.62m,1.04m,0.52m,0.92m,0.14m
LittleBigPlanet    ,PSP,2.61m,0.65m,1.27m,0.01m,0.68m
Harry Potter and the Chamber of Secrets    ,PS2,2.61m,0.90m,1.22m,0.04m,0.44m
God of War Collection    ,PS3,2.60m,1.70m,0.45m,0.06m,0.40m
Streets of Rage    ,GEN,2.60m,1.86m,0.55m,0.11m,0.08m
Grand Theft Auto: Episodes from Liberty City    ,X360,2.60m,1.08m,1.22m,0.03m,0.27m
LEGO Star Wars: The Complete Saga    ,X360,2.59m,1.53m,0.83m,N/A,0.24m
Mario + Rabbids: Kingdom Battle    ,NS,2.59m,1.10m,1.08m,0.22m,0.20m
Tom Clancy's The Division    ,XOne,2.59m,1.54m,0.82m,N/A,0.24m
FIFA Soccer 09    ,PS3,2.59m,0.49m,1.63m,0.04m,0.43m
Mario Strikers Charged    ,Wii,2.59m,1.05m,1.05m,0.24m,0.24m
NBA Live 2005    ,PS2,2.59m,2.03m,0.21m,N/A,0.35m
Style Savvy    ,DS,2.58m,0.62m,0.82m,0.96m,0.18m
Monster Hunter Freedom 2    ,PSP,2.58m,0.37m,0.27m,1.75m,0.18m
